"左任务","右任务","加权相似度","共同输入物理身份","共同输入表"
"147921","224351","1.000000","dataset:37a5d673846c0cb127f7fed7c44232647c94522662d3d2554e9c4492b1c4d66f;dataset:e305ba49f95bb496054a40c861934469db1d1ba96d36b45a53c258a6324bade1","pdata_n.t98_otc_deri_comp_sale_adtnl_det;pdata_n.t98_otc_comp_mng_rela_info"
"148124","159763","1.000000","dataset:37a5d673846c0cb127f7fed7c44232647c94522662d3d2554e9c4492b1c4d66f;dataset:e305ba49f95bb496054a40c861934469db1d1ba96d36b45a53c258a6324bade1","pdata_n.t98_otc_deri_comp_sale_adtnl_det;pdata_n.t98_otc_comp_mng_rela_info"
"148124","159768","1.000000","dataset:37a5d673846c0cb127f7fed7c44232647c94522662d3d2554e9c4492b1c4d66f;dataset:e305ba49f95bb496054a40c861934469db1d1ba96d36b45a53c258a6324bade1","pdata_n.t98_otc_deri_comp_sale_adtnl_det;pdata_n.t98_otc_comp_mng_rela_info"
"148124","206208","0.620701","dataset:37a5d673846c0cb127f7fed7c44232647c94522662d3d2554e9c4492b1c4d66f;dataset:e305ba49f95bb496054a40c861934469db1d1ba96d36b45a53c258a6324bade1","pdata_n.t98_otc_deri_comp_sale_adtnl_det;pdata_n.t98_otc_comp_mng_rela_info"
"148124","224351","1.000000","dataset:37a5d673846c0cb127f7fed7c44232647c94522662d3d2554e9c4492b1c4d66f;dataset:e305ba49f95bb496054a40c861934469db1d1ba96d36b45a53c258a6324bade1","pdata_n.t98_otc_deri_comp_sale_adtnl_det;pdata_n.t98_otc_comp_mng_rela_info"
"159763","159768","1.000000","dataset:37a5d673846c0cb127f7fed7c44232647c94522662d3d2554e9c4492b1c4d66f;dataset:e305ba49f95bb496054a40c861934469db1d1ba96d36b45a53c258a6324bade1","pdata_n.t98_otc_deri_comp_sale_adtnl_det;pdata_n.t98_otc_comp_mng_rela_info"
"159763","206208","0.620701","dataset:37a5d673846c0cb127f7fed7c44232647c94522662d3d2554e9c4492b1c4d66f;dataset:e305ba49f95bb496054a40c861934469db1d1ba96d36b45a53c258a6324bade1","pdata_n.t98_otc_deri_comp_sale_adtnl_det;pdata_n.t98_otc_comp_mng_rela_info"
"159763","224351","1.000000","dataset:37a5d673846c0cb127f7fed7c44232647c94522662d3d2554e9c4492b1c4d66f;dataset:e305ba49f95bb496054a40c861934469db1d1ba96d36b45a53c258a6324bade1","pdata_n.t98_otc_deri_comp_sale_adtnl_det;pdata_n.t98_otc_comp_mng_rela_info"
"159768","206208","0.620701","dataset:37a5d673846c0cb127f7fed7c44232647c94522662d3d2554e9c4492b1c4d66f;dataset:e305ba49f95bb496054a40c861934469db1d1ba96d36b45a53c258a6324bade1","pdata_n.t98_otc_deri_comp_sale_adtnl_det;pdata_n.t98_otc_comp_mng_rela_info"
"159768","224351","1.000000","dataset:37a5d673846c0cb127f7fed7c44232647c94522662d3d2554e9c4492b1c4d66f;dataset:e305ba49f95bb496054a40c861934469db1d1ba96d36b45a53c258a6324bade1","pdata_n.t98_otc_deri_comp_sale_adtnl_det;pdata_n.t98_otc_comp_mng_rela_info"
"206208","224351","0.620701","dataset:37a5d673846c0cb127f7fed7c44232647c94522662d3d2554e9c4492b1c4d66f;dataset:e305ba49f95bb496054a40c861934469db1d1ba96d36b45a53c258a6324bade1","pdata_n.t98_otc_deri_comp_sale_adtnl_det;pdata_n.t98_otc_comp_mng_rela_info"
"118141","118143","0.614989","dataset:e305ba49f95bb496054a40c861934469db1d1ba96d36b45a53c258a6324bade1;dataset:2157572b1ff76d76fe1c6c396eeb25ea0edb08da325e70c3f6c891fac1056bf0;dataset:e5292cf4c3d5d35ff5a02346ffe42f3e35387161c6acdad7aa25ede5dd0de3e1;dataset:5ff7183315a00614472462f2fce281dc0454210970d00d60b0e0ec5821b90054;dataset:99fd94dea7f1f99fdf01a4b43d53baa501c66940a972d8bb2f81ed7b407552db","pdata_n.t98_otc_comp_mng_rela_info;pdata_n.t99_deri_comp_base_coef_ref;pdata_n.t99_deri_comp_sprd_coef_ref;pdata_n.t99_deri_comp_type_base_coef_ref;pdata_n.t99_deri_cutp_comp_type_sprd_coef_ref"
"220979","220981","0.569766","dataset:e305ba49f95bb496054a40c861934469db1d1ba96d36b45a53c258a6324bade1;dataset:2157572b1ff76d76fe1c6c396eeb25ea0edb08da325e70c3f6c891fac1056bf0;dataset:e5292cf4c3d5d35ff5a02346ffe42f3e35387161c6acdad7aa25ede5dd0de3e1;dataset:98f05ec9d9c1dc747a5d78ac2f9998a2bdc7650f44c05bb80b23fdcf095d8fef;dataset:9ff32af23e0013fff110782ff4509aa2c3a8c5341ed6ccea063759b301da1648;dataset:b2908830cbf9fd34e43f14321dd744f2c2ce647ac9f763d9a2fca78b69e4799a;dataset:16aea9526f9ae5ad6a480fda9b4732c183b3e02a4b7b5d282b4fd0000ba618a7","pdata_n.t98_otc_comp_mng_rela_info;pdata_n.t99_deri_comp_base_coef_ref;pdata_n.t99_deri_comp_sprd_coef_ref;odata_n_ois.g_rev_hk_sales_base_coef;odata_n_ois.g_rev_hkcpty_bid_ask_commission_rate;odata_n_ois.g_rev_hkcpty_bid_ask_spread_coef;odata_n_ois.g_rev_hk_contract_commission_rate"
"94167","190690","1.000000","dataset:4b346d7da6374292cf7fd0b25e975d31468b18676cbbd3b6d7cb8d6b43576eff;dataset:290e12afe3552db4d763c8f4eb9c27af7eb4b1621160eff6bb490d416aaca7e3","pdata_news_n.t02_fct_comp_prd_info;odata_n_fct.a_v_t_futinstrument"
"96834","101039","1.000000","dataset:0ec04df1da37247e0ef22ea07cf4c114079e296aa7e5424dbbca7b6b263a522a;dataset:6883dcda2dc547e262a474e7f3bf503c07ec6a3ac60cab6899b78d0e19124c68","dm_index_n.index_grp_opt_open_date_by_cert_no;dm_index_n.index_grp_opt_actv_date_by_cert_no"
"202688","202693","0.593476","dataset:7d144bf4a952532d9403ab4a1ebf6f779df062db631502267794f3df534df971;dataset:03b566cf2ab3ac288cfb575483c4152ac409ace352c22726b86185a5893070e6","pdata_n.t98_cust_cred_mng_info;dm_index_n.grp_tag_client_is_mts_qual_pcus"
"202688","202694","1.000000","dataset:7d144bf4a952532d9403ab4a1ebf6f779df062db631502267794f3df534df971;dataset:03b566cf2ab3ac288cfb575483c4152ac409ace352c22726b86185a5893070e6","pdata_n.t98_cust_cred_mng_info;dm_index_n.grp_tag_client_is_mts_qual_pcus"
"202693","202694","0.593476","dataset:7d144bf4a952532d9403ab4a1ebf6f779df062db631502267794f3df534df971;dataset:03b566cf2ab3ac288cfb575483c4152ac409ace352c22726b86185a5893070e6","pdata_n.t98_cust_cred_mng_info;dm_index_n.grp_tag_client_is_mts_qual_pcus"
"202689","202691","0.608287","dataset:8da96323d6e689ad796b667dc34e651cd7515003b67c6fdd4669ecddb5bc5d1d;dataset:832bc3a5362f4d392bec8ffba1a291463a9b65d211fdb1aa9d6a762bdda2e010","dm_index_n.index_grp_apd_net_asset;dm_index_n.index_grp1_mval_stk_new_fullmkt_tdy"
"202689","202692","1.000000","dataset:8da96323d6e689ad796b667dc34e651cd7515003b67c6fdd4669ecddb5bc5d1d;dataset:832bc3a5362f4d392bec8ffba1a291463a9b65d211fdb1aa9d6a762bdda2e010","dm_index_n.index_grp_apd_net_asset;dm_index_n.index_grp1_mval_stk_new_fullmkt_tdy"
"202691","202692","0.608287","dataset:8da96323d6e689ad796b667dc34e651cd7515003b67c6fdd4669ecddb5bc5d1d;dataset:832bc3a5362f4d392bec8ffba1a291463a9b65d211fdb1aa9d6a762bdda2e010","dm_index_n.index_grp_apd_net_asset;dm_index_n.index_grp1_mval_stk_new_fullmkt_tdy"
"123571","221300","0.577410","dataset:c28f37d6630b87e9a1b1a3f35b8399dd0caebfa0d4bae6299118d5e95566205c;dataset:a67be974b8f8454ddbd420cfb9e49b0d02dce524ce5407c589187c268dd5a432;dataset:f49176b230f1f5468631d152b694cf6148ddf3c808df256b1c1f0563506b600e","pdata_news_n.t02_fin_float_income_vchr_info;pdata_news_n.t02_otc_fin_info;pdata_news_n.t02_bnd_income_vchr_ois"
"138194","173559","1.000000","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"138194","176330","0.715802","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"138194","176930","1.000000","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"138194","176941","1.000000","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"138194","218601","0.715802","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"173559","176330","0.715802","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"173559","176930","1.000000","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"173559","176941","1.000000","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"173559","218601","0.715802","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"176330","176930","0.715802","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"176330","176941","0.715802","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"176330","218601","1.000000","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:f92608c1cde34bca7fdbb72c0b3c7336229965b220aa3d1a4e247539b2b92b79;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_swap_comp_leg_valu_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"176930","176941","1.000000","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"176930","218601","0.715802","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"176941","218601","0.715802","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","pdata_n.t98_otc_deri_book_info;pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_swap_comp_info"
"169145","176360","1.000000","dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:6bb80efc251b793f1930bb95ca4ce558523fe785986ae2f0d13e547b0935a9a0","pdata_n.t98_otc_book_hold_sum;pdata_n.t98_sb_otc_opt_comp_info"
"202397","202400","0.743625","dataset:84a35a1b28b98b8055f2f277dd3ee093a9767abd0446bb7fb91dff84b7a07ca0;dataset:b5b19b9e4ddd9fb9c33d52558b2ee541df0a8344506a4b0b70aac625a9777d29","pdata_news_n.t02_prd_fin_info;pdata_n.t03_prd_ord_info"
"202397","202401","0.600960","dataset:84a35a1b28b98b8055f2f277dd3ee093a9767abd0446bb7fb91dff84b7a07ca0;dataset:b5b19b9e4ddd9fb9c33d52558b2ee541df0a8344506a4b0b70aac625a9777d29","pdata_news_n.t02_prd_fin_info;pdata_n.t03_prd_ord_info"
"202540","202541","0.707605","dataset:84a35a1b28b98b8055f2f277dd3ee093a9767abd0446bb7fb91dff84b7a07ca0;dataset:34e026c01e9bdf761490878f1d4f69cfeaae5bc3af8de770bf8bc9bfeed5df01;dataset:61b91f192facd4505e29b688fda7b01fe3000bc324225827cdff5890811bff24","pdata_news_n.t02_prd_fin_info;pdata_news_n.t02_prd_fin_info_ext;dm_index_n.index_grp2_firtnrdate_finprd"
"202540","202550","1.000000","dataset:84a35a1b28b98b8055f2f277dd3ee093a9767abd0446bb7fb91dff84b7a07ca0;dataset:34e026c01e9bdf761490878f1d4f69cfeaae5bc3af8de770bf8bc9bfeed5df01;dataset:61b91f192facd4505e29b688fda7b01fe3000bc324225827cdff5890811bff24","pdata_news_n.t02_prd_fin_info;pdata_news_n.t02_prd_fin_info_ext;dm_index_n.index_grp2_firtnrdate_finprd"
"202541","202550","0.707605","dataset:84a35a1b28b98b8055f2f277dd3ee093a9767abd0446bb7fb91dff84b7a07ca0;dataset:34e026c01e9bdf761490878f1d4f69cfeaae5bc3af8de770bf8bc9bfeed5df01;dataset:61b91f192facd4505e29b688fda7b01fe3000bc324225827cdff5890811bff24","pdata_news_n.t02_prd_fin_info;pdata_news_n.t02_prd_fin_info_ext;dm_index_n.index_grp2_firtnrdate_finprd"
"112835","135973","0.771064","dataset:9a531205f1edd57d7950757844f3b72c1c7a18e173295ff82efa02a7da505e16;dataset:7e48175ff7a30538701782bba49e7c9ff1bea543ce695209b9875d80450dd35f;dataset:914dd3a3755510b17eedf7ac06c0ad5652566fe10906904269336f68dce696f8;dataset:74f3b52cd9ee27c899b0f81a525e53dc29121538dfa4fd3b9df30534e10f8ac7","pdata_n.t98_cust_elig_info;dm_index_n.grp_tag_client_open_stib;dm_index_n.index_grp1_incl_non_trd_nts_last_20d_avg_asset;dm_index_n.index_grp_custset_first_csdc_trd_date"
"203306","203311","1.000000","dataset:ac80bdd6e07e477c93a8df146a5a30e2969a335ba2c9e038eae0800caac7dbc8;dataset:dfbcba19f89e005e097e3b6df15998b0a6d1b13a3e172e3199f9e1fc4346c90b","pdata_n.t98_otc_deri_undrl_income_rwd_sum;dm_index_n.grp_tag_otc_deri_contr_type_rpt_contr_type"
"159497","159506","1.000000","dataset:30a45da7fcbdb2d48cab3d0633a118bfbd9a81fe395bc3f35c8f3298e9b3e185;dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_n.t99_trd_cal_ref;pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159497","160791","1.000000","dataset:30a45da7fcbdb2d48cab3d0633a118bfbd9a81fe395bc3f35c8f3298e9b3e185;dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_n.t99_trd_cal_ref;pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159497","160794","1.000000","dataset:30a45da7fcbdb2d48cab3d0633a118bfbd9a81fe395bc3f35c8f3298e9b3e185;dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_n.t99_trd_cal_ref;pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159506","160791","1.000000","dataset:30a45da7fcbdb2d48cab3d0633a118bfbd9a81fe395bc3f35c8f3298e9b3e185;dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_n.t99_trd_cal_ref;pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159506","160794","1.000000","dataset:30a45da7fcbdb2d48cab3d0633a118bfbd9a81fe395bc3f35c8f3298e9b3e185;dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_n.t99_trd_cal_ref;pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"160791","160794","1.000000","dataset:30a45da7fcbdb2d48cab3d0633a118bfbd9a81fe395bc3f35c8f3298e9b3e185;dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_n.t99_trd_cal_ref;pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
