"左任务","右任务","加权相似度","共同输入物理身份","共同输入表"
"159489","160792","1.000000","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159489","160794","0.938158","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159489","160795","1.000000","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159495","159497","0.938158","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159495","159506","0.938158","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159495","160791","0.938158","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159495","160792","1.000000","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159495","160794","0.938158","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159495","160795","1.000000","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159497","160792","0.938158","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159497","160795","0.938158","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159506","160792","0.938158","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"159506","160795","0.938158","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"160791","160792","0.938158","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"160791","160795","0.938158","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"160792","160794","0.938158","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"160792","160795","1.000000","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
"160794","160795","0.938158","dataset:ed73155a54f70968d28d0804f05815372a9c4f92261f543595954ad6d85bd339;dataset:91c044b29496ac4f3ab6eb1b7b99ea86c254465756f239210bed6263195016ce;dataset:c1ede125763fd62d9cc7d2651fdabe63efb2142c7ff2ac96282912ec816a7ea3;dataset:7cf316082e22f46465f66eff57e6ac8c4e6a743c8d291269becf964eaf810b1f;dataset:a0d258caf8bb496450f5b4a3eb77c4168ed3a3aa57804ddc161d8310a5e7d523;dataset:824561731968c71976e1e6b3542e83847685bad4aa4d8e806ecc0826a5262fa8;dataset:8db1d5394f237f478b59ade235c71dbe60c92a42430bade7d573fb2e9f0c0abc;dataset:cd0f3df26e620959ecc601cf13887354a5bef136403c6edbb08aaf928ea37d97;dataset:48cf200482cbbce15351f667e210e46c6915b786d8cdce9fb21084159de06618;dataset:568acaa46277d981c1ef7345e752c0d77fd9cc40d0fe4ab74fd1c017418869e3;dataset:b5df6cf01672a1da0294c4e808744f745328afaf4ac02e147e0c18b17aa646af;dataset:10f28afe91fce800bc28bd1284fb5a6e56872561417659fe34d295d9208633a6","pdata_nds.pos_position_daily;pdata_nds.pos_trs_leg_his_pos;pdata_nds.ref_book;pdata_nds.ref_counterparty;pdata_nds.pos_trs_leg_valuation;pdata_nds.bundle_margin_daily_result;pdata_nds.pos_trs_underlying_valuation;pdata_nds.ref_trs_leg;pdata_nds.trd_otc_trade;pdata_nds.trd_otc_contr_report;pdata_nds.ref_trs;pdata_nds.trd_transfer"
