"任务","名称","范围角色","候选加工群","实际读取物理对象","写入关联物理对象","读取对象数","写入对象数","SQL筛查","投影哈希","说明"
"176356","dm_index_n.hold_tag_relation_tagdim102046","中间加工待识别","未聚组","dataset:191733b644683debcaf5f64ccbae0898efb6bcb765372b79ce26ceea1def9c56;dataset:ea13700b2ea673c78faf939fe9d42a6bd44807c4f225628c84b1e10dcf5ceceb","dataset:42779470775ef8db8fe643c6b9c8f61e3f906ff7b0c2af73a27c429cd9616cc7","2","1","多来源或计算线索","2165b2fb1567d6c16c6f364f607e7d6f0f120b134b134526f341398f970bcd6a","读写为任务级观察；不将全部输入输出两两解释为因果"
"176360","dm_rsk_n.otc_comp_marg_det_grp01","中间加工待识别","K087","dataset:4e68e4cec4135bf29271330e2158fbe071bbba5190e78526834bb09dfc6f1116;dataset:f3a11d904cf64f73d87b6ecdd6f4b1a31287806b634ae8a23b462debea78668b;dataset:4b8da5b4a933d6d0d68f151132d144821642c37094a3e951f8b3c6ae9207d810;dataset:f89b8c64b0d26b2f8480485076dcb50d14a95d7da34aec1126864981495c5522;dataset:d69f9844cf252a1048797a5c720593e6bf10d759abd439bcf12a3f6b0d8c4fb9;dataset:50dbf608aa591e980b98729a272bf5cf4afd1dbd1c1ae6346b38979e6d80c027;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:6bb80efc251b793f1930bb95ca4ce558523fe785986ae2f0d13e547b0935a9a0;dataset:41c79fc4d5f07e133e0cf614fabc864f4c5f7426d422ca1b3720572872dec951;dataset:23b13077753b594b6dc75f0395dd6620018b6e30f0d7ed7b83668862bf3d4c67;dataset:7ac42558fef06b1fd2fb083947bc3874a9851ff1ec7490ab3317346efecd9ccc;dataset:ae8478ede5f1c90a74f3150af9ca9b51b6d33cb9e971ba50f57e1caf6bdc5d46","dataset:3483c1beeaad1115839d29f34296449cb5b29e2f927014c12aa59ff231e67c11","12","1","多来源或计算线索","7d547bf882dba129883fe23ca74872e6655148d2968f36b95de1abb8dd644a26","读写为任务级观察；不将全部输入输出两两解释为因果"
"176398","dm_index_n.index_cust_PrdQty_Trd_Hld_Pos_12Mth","中间加工待识别","未聚组","dataset:c068faabef5c1265f552c9dc8c7acd4f88a685b3ff46d87544746b4a30ae3ea7;dataset:4675cb055b5f914fad242a5e7210b4f1b6015d8f8d1fc5a7396ed4b2dee411ec;dataset:d7b9c5b20270c17eb50abe55000cf407443397929a338d60eb5ef39d50bd46cb;dataset:914d19269bb4dad4352adfc617b29572a4db0a71a179397b19c3d7e27779b02a;dataset:f446e153c5ebf4dbf6fcabef75397c78b168a95fb71262704f102246fc585c10","dataset:50b2a0f0dfae262ab1a06b362ff22caa89e3052b9bb52360d22575029c10280d","5","1","多来源或计算线索","2af65d13132fda3d415b5b094e13ef431cb8d9c2a596f58507c21ca7262e52b5","读写为任务级观察；不将全部输入输出两两解释为因果"
"176443","dm_rsk_n.trd_rsk_hk_liab_basic_day_grp02","中间加工待识别","未聚组","dataset:f61663a061e35783548891ab289ffc6f98deae06898f8be367eaf37dc8a7451f;dataset:46452cb2a74e5679346156916cfb50faefc3650808f57bc7051e52f9e291e223;dataset:e972f308f8ce58f725ecbfc6ce43b959af15164a736dd24360a85d23e60bb728;dataset:20cdf829d18af75c1d759681e27c483857c2ba3115aab7e03bb49dd5ccad2e74;dataset:23b13077753b594b6dc75f0395dd6620018b6e30f0d7ed7b83668862bf3d4c67;dataset:7387a1089a7df51ee569b5c67f593085f5466097f737c19b1b3a37912da756da;dataset:7ac42558fef06b1fd2fb083947bc3874a9851ff1ec7490ab3317346efecd9ccc;dataset:9f756a984ab9b10e8fc3f458215d5bd8f983ad5b5d8cdc302325505440abca19","dataset:009e35c2e430a36c9dc1f4c26f93f03e2a37bb8f693c3b6a8f53837727d070c1","8","1","多来源或计算线索","2abaa4cdbbbe45982f5b1b2f05a40c40b3ac81b086aa58352656d8c87413f503","读写为任务级观察；不将全部输入输出两两解释为因果"
"176525","dm_rsk_n.trd_rsk_hk_liab_basic_day_grp04","中间加工待识别","未聚组","dataset:dc56d0cfc55edf3f957358de9ede6ee92c559b8458bb93c1ef025864488c1077;dataset:71971a99b87b0481d0a8790abc33720ffa263533e9b532f22e3efb5b53846140;dataset:23b13077753b594b6dc75f0395dd6620018b6e30f0d7ed7b83668862bf3d4c67;dataset:7387a1089a7df51ee569b5c67f593085f5466097f737c19b1b3a37912da756da;dataset:bcbe06888866bf3b66be5000a0a76955d6bc5cfa11db06db0d792771e13c961c;dataset:f89b8c64b0d26b2f8480485076dcb50d14a95d7da34aec1126864981495c5522;dataset:53f96094c7f4eb700ac7c3942b69c1e2dd0cbb40a36ead1ee4df620ecf17ed20;dataset:d4f6b955d172f20db142a44064afc6aa96dd4611841f24686af738404d421695;dataset:7ac42558fef06b1fd2fb083947bc3874a9851ff1ec7490ab3317346efecd9ccc;dataset:f71ed2df603c69558c7effb4b700bf8461eb35fbeaeac7e58d1db4b6abb13b4b;dataset:f025cebd63596e77f3d6487496f94c6795921e0d4e588257fa8e4df19db724da;dataset:f61663a061e35783548891ab289ffc6f98deae06898f8be367eaf37dc8a7451f","dataset:009e35c2e430a36c9dc1f4c26f93f03e2a37bb8f693c3b6a8f53837727d070c1","12","1","多来源或计算线索","048d3365eb043fc3aa02ebbce8af13de17ddd75e5f6de4404ef0f5006509dd85","读写为任务级观察；不将全部输入输出两两解释为因果"
"176548","dm_rsk_n.vola_mkt_quot_day_h0","中间加工待识别","K088","dataset:ebe7b81d4e802129ab4551ebaf68dbb9f4e25312ec8e62d418dc5b3f63dcf3be;dataset:7f33fce00fe826fef16f7e86964fc9c519ad42318453438e33ad95ec850ce1e6;dataset:4c9d4e981622156e2b51ff90e133962989ffedad3e1c21e11cacd426efb97c74;dataset:1c4b7abf9bb6991e0b08c3d4cc7edb30dd6654748f890ad35a9bb0c073487423;dataset:48f0f2959d2d089adb82b8d312488bab0d791fe2b587ae1c0892b16aaf231e31","dataset:8b8b4dd29031c1cbd7e01efde62e960e0d0084aed4714dc31057e6d0567ff8eb","5","1","多来源或计算线索","07ab75de94cfaf190d15cd9b324da70307dad71cdc068cbc4fa558e15872e533","读写为任务级观察；不将全部输入输出两两解释为因果"
"176827","dm_rsk_n.otc_opt_greek_val_det_h","中间加工待识别","K009","dataset:879c9ca3e7fa50b1981471a74f67a0842f2687b8d4a5dcc8fa24ac76caca5701;dataset:f89b8c64b0d26b2f8480485076dcb50d14a95d7da34aec1126864981495c5522;dataset:71971a99b87b0481d0a8790abc33720ffa263533e9b532f22e3efb5b53846140;dataset:3264c101fa869bf7de7425bc78c8d3cf027f4b00d459b8a10b931f647280d1c4;dataset:ee70e2cdd71d350031b2f4a1e6e2e1f1e22c13f4265c002a8e70a5ace547f60c;dataset:6bb80efc251b793f1930bb95ca4ce558523fe785986ae2f0d13e547b0935a9a0;dataset:aaa49c4d55afcbcf9fbcb4775d84fa23582e18e485f1a08b7289391adc7dd2cb;dataset:1f191c781c6b03b8cdcc051e6457602be8f460de43c81a9b2c322475f8601066;dataset:152d4b5165b47236db9a98ae623406cf768f84243e8dd156f9a185b145ba4809;dataset:130d8eaab919a16ff469e8270acf7f802e7371f09b77d8cb12e0560e9071518f;dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","dataset:9361065f311a6e6136facf6a6681538348d23e2adfac61c19e3d12db93c2b8ab","11","1","多来源或计算线索","14072b87373696d053d3fe508c0d39b7285d550b70cd2968410b55a18da93cf4","读写为任务级观察；不将全部输入输出两两解释为因果"
"176831","dm_rsk_n.otc_opt_mutl_undrl_prcg_indx_grp01","中间加工待识别","K009","dataset:f89b8c64b0d26b2f8480485076dcb50d14a95d7da34aec1126864981495c5522;dataset:6bb80efc251b793f1930bb95ca4ce558523fe785986ae2f0d13e547b0935a9a0;dataset:ee70e2cdd71d350031b2f4a1e6e2e1f1e22c13f4265c002a8e70a5ace547f60c;dataset:130d8eaab919a16ff469e8270acf7f802e7371f09b77d8cb12e0560e9071518f","dataset:f688f03da104b0aa1c8a8fbc63617417143c373aaa57151bf3aa9cc7a01bbe2d","4","1","多来源或计算线索","7928bf14f1ac09efe08df5e32901184388fab4b72487418fd58394468241abb9","读写为任务级观察；不将全部输入输出两两解释为因果"
"176839","dm_rsk_n.otc_opt_mutl_undrl_prcg_indx_grp02","中间加工待识别","K009","dataset:6bb80efc251b793f1930bb95ca4ce558523fe785986ae2f0d13e547b0935a9a0;dataset:ee70e2cdd71d350031b2f4a1e6e2e1f1e22c13f4265c002a8e70a5ace547f60c;dataset:afaceeb7dbc281d1c839f939370d728ccca4863a3616e0e0f1c15e0af713acc5;dataset:f89b8c64b0d26b2f8480485076dcb50d14a95d7da34aec1126864981495c5522;dataset:130d8eaab919a16ff469e8270acf7f802e7371f09b77d8cb12e0560e9071518f","dataset:f688f03da104b0aa1c8a8fbc63617417143c373aaa57151bf3aa9cc7a01bbe2d","5","1","多来源或计算线索","234b9043790a12760459134f44636e83ff7c4b8f69441891bfed19e2876bbe9c","读写为任务级观察；不将全部输入输出两两解释为因果"
"176864","dm_otc_n.otc_swap_comp_info","中间加工待识别","未聚组","dataset:f89b8c64b0d26b2f8480485076dcb50d14a95d7da34aec1126864981495c5522;dataset:71971a99b87b0481d0a8790abc33720ffa263533e9b532f22e3efb5b53846140;dataset:21d6347b931966bba27fbdd6f7cc940e37d4183079d71338d5a0098c1dc58113;dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed;dataset:23fbfd96ecf0ea0418a64fefb92444d4094482bc7240e5dccfc72eb3bf415d54;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2","dataset:3b8d3025b3fc496800e05fd6bd0d3586bfec81f54879a51d36d580d446fe0ed2","6","1","多来源或计算线索","480c9d91111dcb0c4d24349a05fef54935b201aebcc6bef7dcad379511451b7c","读写为任务级观察；不将全部输入输出两两解释为因果"
"176873","PDATA_N.T98_OTC_COMP_MARG_DET_TIT132","中间加工待识别","未聚组","dataset:cb1719fbf4ac69c0ba2a46de327c2164840eb17d12f867d297c10d263703eb2d;dataset:fd860ce27df3284489969320268802c16749974e7649caa06a548161051ec5d1;dataset:8229eccff601a21a170c07255bd75315eb17ffff02748e7d9c3bc09839f33d3f","dataset:ebaca3672e20c193e3906938fb76418f01d18ce6a08dc7401fb60d508107976f","3","1","多来源或计算线索","8b3eb9ddeed149231fb14d114978fde29f4320bd167e9a3ed1b26386b9266706","读写为任务级观察；不将全部输入输出两两解释为因果"
"176874","PDATA_N.T98_OTC_COMP_MARG_DET_TIT251","中间加工待识别","未聚组","dataset:4e68e4cec4135bf29271330e2158fbe071bbba5190e78526834bb09dfc6f1116;dataset:f89b8c64b0d26b2f8480485076dcb50d14a95d7da34aec1126864981495c5522;dataset:23b13077753b594b6dc75f0395dd6620018b6e30f0d7ed7b83668862bf3d4c67;dataset:f3a11d904cf64f73d87b6ecdd6f4b1a31287806b634ae8a23b462debea78668b;dataset:3a1782f330b3a9de6c0d9aa6fa97cfd293d76c3c0125ff4f75a9222b0764de35;dataset:d69f9844cf252a1048797a5c720593e6bf10d759abd439bcf12a3f6b0d8c4fb9;dataset:7ac42558fef06b1fd2fb083947bc3874a9851ff1ec7490ab3317346efecd9ccc;dataset:ae8478ede5f1c90a74f3150af9ca9b51b6d33cb9e971ba50f57e1caf6bdc5d46;dataset:41c79fc4d5f07e133e0cf614fabc864f4c5f7426d422ca1b3720572872dec951","dataset:ebaca3672e20c193e3906938fb76418f01d18ce6a08dc7401fb60d508107976f","9","1","多来源或计算线索","60dc6c8cf46fb9c39c65a3359f1ebab34b72cd7c5570a14eb7ee548cc9b76697","读写为任务级观察；不将全部输入输出两两解释为因果"
"176877","PDATA_N.T98_OTC_COMP_MARG_DET_TIT052","中间加工待识别","未聚组","dataset:4e68e4cec4135bf29271330e2158fbe071bbba5190e78526834bb09dfc6f1116;dataset:f89b8c64b0d26b2f8480485076dcb50d14a95d7da34aec1126864981495c5522;dataset:f3a11d904cf64f73d87b6ecdd6f4b1a31287806b634ae8a23b462debea78668b;dataset:3a1782f330b3a9de6c0d9aa6fa97cfd293d76c3c0125ff4f75a9222b0764de35;dataset:d69f9844cf252a1048797a5c720593e6bf10d759abd439bcf12a3f6b0d8c4fb9;dataset:50dbf608aa591e980b98729a272bf5cf4afd1dbd1c1ae6346b38979e6d80c027;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164;dataset:6bb80efc251b793f1930bb95ca4ce558523fe785986ae2f0d13e547b0935a9a0;dataset:41c79fc4d5f07e133e0cf614fabc864f4c5f7426d422ca1b3720572872dec951","dataset:ebaca3672e20c193e3906938fb76418f01d18ce6a08dc7401fb60d508107976f","9","1","多来源或计算线索","7b861cbfcb0c18e52fb4e36367c626cca27dd572d62fd13c50d826b4cbd26902","读写为任务级观察；不将全部输入输出两两解释为因果"
"176930","dm_hk_n.fin_info_otc_trs","中间加工待识别","K008","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2;dataset:b54f37917d411631a8b8ea1f00fdb1307ec72d249e43e3decef4690de95787e4;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164","dataset:056eb72afd29bc5ab1d38b8229e9736dd4da0b26141b3af892fdba4f105a4388","4","1","多来源或计算线索","c6ec15495668653e91a062f1022425275e3045ff0024e7b059e1548ec822d22b","读写为任务级观察；不将全部输入输出两两解释为因果"
"176941","dm_hk_n.fin_trd_otc_comp_day","中间加工待识别","K008","dataset:d7f2062d76bf74e2d4262950c795e6a946b271af41c303b8e9b33f51faae5847;dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed;dataset:8bfedab27396b1ef2107fed850807e8ed54089c754022acbff7bfb955880ded2;dataset:23fbfd96ecf0ea0418a64fefb92444d4094482bc7240e5dccfc72eb3bf415d54;dataset:4d3933ad73548e19b5a662f03ec9b7406acf3121522b8120af5ac158ed3aee47;dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:b54f37917d411631a8b8ea1f00fdb1307ec72d249e43e3decef4690de95787e4;dataset:84d08bf9c2e0d75e0d368ac269dcfae65d312dda1da23d70ca2f4b6de078e164","dataset:2319de173a2bcad4d6c5443460773cd9cb5dad3aa677e95ed9c94db3118ecd2c","8","1","多来源或计算线索","1791da8ac67deafddb32519a77bee2ddf5ee2b46a862e3c5e182ae1c644291df","读写为任务级观察；不将全部输入输出两两解释为因果"
"176951","dm_hk_n.fin_valu_otc_trs","中间加工待识别","未聚组","dataset:daba3cae756aae4b8f1899b4c0185aae39ec695ae6253bcb3683e32ce2e61646;dataset:197b28ad7d10c78ca44fa3705b659e0a996ae2b100619887ac2f1c5381bd0e87","dataset:d980d30d7bf283aec21d27a0047bb814c1d0bae5c733643b8be4fc1f87958acc","2","1","多来源或计算线索","b4c6cceb121d16ae13a52d181f634ea0c946b85cbf461f718703fd756dbb475d","读写为任务级观察；不将全部输入输出两两解释为因果"
"176983","dm_rsk_n.trd_opt_base_info_day","中间加工待识别","未聚组","dataset:7deb965cd94096c2e2885ba30b46c2ad28419de8a2680665c374177f1f28c614;dataset:f89b8c64b0d26b2f8480485076dcb50d14a95d7da34aec1126864981495c5522;dataset:879c9ca3e7fa50b1981471a74f67a0842f2687b8d4a5dcc8fa24ac76caca5701","dataset:f53f3da81ba932e09b792313c8540f5f35982e6a2756b9cf9e1eb92f326d3123","3","1","多来源或计算线索","433bd129855a455cb3f656b70ff516e395b8563d0a84e87fa16fcfae58d59bca","读写为任务级观察；不将全部输入输出两两解释为因果"
"177018","pdata_news_n.t02_rcc_prd_info_h","中间加工待识别","未聚组","dataset:4013d9909887d66f13d42d38407b64daebbcb2b577e3cc78c4daf9ba12421388;dataset:cf5fab39217df6b71a889b7e4c49c74e1e64e888381ab3b2aed727c494db611d;dataset:879c9ca3e7fa50b1981471a74f67a0842f2687b8d4a5dcc8fa24ac76caca5701","dataset:4cdc01dbff37cd441753b25e52628b43ea878cba67d8039c628d9b47bc24b705","3","1","多来源或计算线索","1eacfe5ee36adba5333beb5905286bf2f73526dd5d2ef2e0da6fc53642d13d64","读写为任务级观察；不将全部输入输出两两解释为因果"
"177267","dm_rsk_n.otc_opt_mult_bask_info","中间加工待识别","未聚组","dataset:f89b8c64b0d26b2f8480485076dcb50d14a95d7da34aec1126864981495c5522;dataset:6bb80efc251b793f1930bb95ca4ce558523fe785986ae2f0d13e547b0935a9a0;dataset:ebf91153c700bc176bf9449fef8e467045e92472cfdf78b5164df067f011696f;dataset:50dbf608aa591e980b98729a272bf5cf4afd1dbd1c1ae6346b38979e6d80c027","dataset:6bc0e42051681a47bae49d8c23b2a35df629469b7539f9f0e3ece05add7fa70d","4","1","多来源或计算线索","dc6778ffa8dc147c5977ed7d493a14b18ce691227c48b3b466369404f514f1c7","读写为任务级观察；不将全部输入输出两两解释为因果"
"177297","dm_index_n.hold_tag_relation_tagdim102069","中间加工待识别","未聚组","dataset:191733b644683debcaf5f64ccbae0898efb6bcb765372b79ce26ceea1def9c56;dataset:ea13700b2ea673c78faf939fe9d42a6bd44807c4f225628c84b1e10dcf5ceceb","dataset:42779470775ef8db8fe643c6b9c8f61e3f906ff7b0c2af73a27c429cd9616cc7","2","1","多来源或计算线索","1bdab514982cd28a0e7d935d0fe91fbe1424174520794af05225b3cdf64810ce","读写为任务级观察；不将全部输入输出两两解释为因果"
"177461","PDATA_N.T04_USER_ROLE_RELA_H_TIT008","第一模块文档命中（仅折叠生产侧候选）","未聚组","dataset:81eaa6ca0630f09266c0ed9dff249a332690b82c914727dcb7f11d63bdb9cead","dataset:d40f7ce6f29497fa646512c67c275e01951d7f1eb8ed0528b04da3877c7fd494","1","1","多来源或计算线索","57eb8bd5e1b6c58963ad9dce6898cb3b77731b8f1b73c99edf58e1a4f82ecc18","读写为任务级观察；不将全部输入输出两两解释为因果"
"177473","dm_index_n.index_grp1_ApdTnrAmt_FinPrd_1Year","中间加工待识别","未聚组","dataset:c068faabef5c1265f552c9dc8c7acd4f88a685b3ff46d87544746b4a30ae3ea7;dataset:f446e153c5ebf4dbf6fcabef75397c78b168a95fb71262704f102246fc585c10","dataset:93b2ea1797081380d51a324c09ae2dacf3f3fff86dd84894bdeed75967a9a399","2","1","多来源或计算线索","9769cd56627d3c3d4a2127de681afff29272d5e7bdd192a301af6b720462eb01","读写为任务级观察；不将全部输入输出两两解释为因果"
"177512","PDATA_NDS.T05_SSO_EXCH_SCR_MTCH_EVT","中间加工待识别","未聚组","dataset:f81e1590e2fdda06ebc3bfdca770cb48394c8345361454a76b707438e7e34960","dataset:3c8f35884ddf03f6b525fba3203b1daae6c6c750309cc4bac699acc3a1ad9c4b","1","1","条件转换线索","62ee860d125b6ced2bf14823515d9117cdc7686e256316ce99b72dbcb92c14cd","读写为任务级观察；不将全部输入输出两两解释为因果"
"177526","dm_rsk_n.pric_fctr_mkt_quot_day_h0","中间加工待识别","K035","dataset:d63a6da1c2481a8e6727bfd1499d885c7cb8ad9a407432bbaaf01bf9f93a1798;dataset:7a0a012ae59ca1cef54144681535a6ac8f9384c233f6208eb3817299d44374bc;dataset:29b4b23dbba92e0a29c1de430d5c48941517722f535a1c09e18aac3765c8c869;dataset:a9eb44f253da2b9b30fc1bee91a788c53e5e54cab3d98c599cfffc8ee0353905;dataset:2287b5afcde474083a81c158cf2b444e9cd7e1a6a8b7744dc5c9c297d3fab19d","dataset:b70cd0765db483e69337bf45db7323ebf518f974e7cdd85f1d2e47b0ee6b25d1","5","1","多来源或计算线索","7cc794b7b68aaa93654fd533fac47ecf9e919d42fe6ae3bf6b213d1c1e678301","读写为任务级观察；不将全部输入输出两两解释为因果"
"177556","PDATA_NDS.T05_SSO_EXCH_SCR_ENTR_EVT","中间加工待识别","未聚组","dataset:1e29fcae03c1a5be310c263526c50cda4ccd2ccd90d4c19b3028a1c3a6383dee","dataset:afff0027bc5a7125f42bbdcd8542ecc2254989afa538ba0f18e805a734681779","1","1","条件转换线索","5d3623499c21a29e0ed5e8569db74871d2a9603372e7840796bffd8bc268917e","读写为任务级观察；不将全部输入输出两两解释为因果"
"177682","dm_otc_n.trd_sso_exch_scr_mtch_day","中间加工待识别","未聚组","dataset:3c8f35884ddf03f6b525fba3203b1daae6c6c750309cc4bac699acc3a1ad9c4b;dataset:56998c4b5d9eb4c91c311104cfa381a5a01e5d037574889457561a84b8e4c914","dataset:46b30e363d354cc4c53cc574b25ec4e181c7e32b015138c3db364bfcf9d85da3","2","1","多来源或计算线索","76719723f9429578344f42137ff463bcc0f91e390f448f37815169c358124e9a","读写为任务级观察；不将全部输入输出两两解释为因果"
"177760","PDATA_N.T99_SYS_MENU_INFO_TIT288","中间加工待识别","未聚组","dataset:9006c06e66bf57d47ae4a3ddbd791cd28bce2d10ba408a736ed625b2460cd1ce","dataset:d1916e3e7943335ff3cbddd2fe7b2604383bc9aa54dcb77dd8cc70c94560518f","1","1","未见复杂算子线索","9bcf188a73ca1c0bdbd3f3069904532282a7e322b78a63b7ac606da55dbeef71","读写为任务级观察；不将全部输入输出两两解释为因果"
"177928","PDATA_N.T03_OTC_DERI_BOOK_AGT_MAP_REGU_TIT289","第一模块文档命中（仅折叠生产侧候选）","未聚组","dataset:4ffd5b73adee271396985b757729850bc300bd183943d9ddabd19295047af70c;dataset:115b95c3eedd29510fbb7a0bcf3ab4623fbce8f8d14df22c05d7b365ef59e9cc","dataset:846bda6fe3088f3a0100ffc016ab971f11a9b68570b1b202490c4b1140174567","2","1","多来源或计算线索","ea554e5a4a19b42c2347b9baf7c08cbe62c7fb7cc51c996e5ced4cdfbd5d83be","读写为任务级观察；不将全部输入输出两两解释为因果"
"178488","PDATA_NDS.DM_OPTION_CONTRACT_INFO","中间加工待识别","未聚组","dataset:3394fc818f65ce69e4fcf7bae3067bd68c845e4430f6750939ca2f8324abc44b","dataset:0bccd1994240e010acf05563eef86ba2258dbad75ca6066f3c6c9fa43d653f28","1","1","未见复杂算子线索","edd82880e878c457df11b48d4330b7b023dcca434ee1b56cec280c384e18ae05","读写为任务级观察；不将全部输入输出两两解释为因果"
"178749","dm_rsk_n.curv_delay_abn_hand_info_grp03_t01","中间加工待识别","K002","dataset:30a45da7fcbdb2d48cab3d0633a118bfbd9a81fe395bc3f35c8f3298e9b3e185;dataset:31874e1000c6d827fb247c17e2dc73584b4b77fa58ad4a61e23da3d067fd71f3;dataset:ebe7b81d4e802129ab4551ebaf68dbb9f4e25312ec8e62d418dc5b3f63dcf3be;dataset:4bc6bd11ad92b856c0e3f26937a55c37bb91d12ffc689634e503d05b578c8b2f;dataset:7a0a012ae59ca1cef54144681535a6ac8f9384c233f6208eb3817299d44374bc;dataset:65a7e70914ebca5c44103b4cac0edc510ce5860b53e1ce13865fb217aed9c729;dataset:4c9d4e981622156e2b51ff90e133962989ffedad3e1c21e11cacd426efb97c74","dataset:33351a94f87fb5f15cd530563654e1985722138962012c5b74c0c3bb8f38a55a","7","1","多来源或计算线索","c081b30bdc88c79ddfc424566575cd1b01095c14eacb2188e0e53e65bb85de4f","读写为任务级观察；不将全部输入输出两两解释为因果"
"178766","dm_rsk_n.curv_lack_abn_hand_info_grp03_t01","中间加工待识别","K002","dataset:31874e1000c6d827fb247c17e2dc73584b4b77fa58ad4a61e23da3d067fd71f3;dataset:ebe7b81d4e802129ab4551ebaf68dbb9f4e25312ec8e62d418dc5b3f63dcf3be;dataset:4bc6bd11ad92b856c0e3f26937a55c37bb91d12ffc689634e503d05b578c8b2f;dataset:7a0a012ae59ca1cef54144681535a6ac8f9384c233f6208eb3817299d44374bc;dataset:30a45da7fcbdb2d48cab3d0633a118bfbd9a81fe395bc3f35c8f3298e9b3e185;dataset:65a7e70914ebca5c44103b4cac0edc510ce5860b53e1ce13865fb217aed9c729;dataset:4c9d4e981622156e2b51ff90e133962989ffedad3e1c21e11cacd426efb97c74","dataset:b5460be10fdf36e8730cddf479878f708a408bd299d7eeb73209b777c565cf89","7","1","多来源或计算线索","15c30b6d10337070d553c1ec1bdd64001879c5ed533286b01bdc3aa90b7f63d6","读写为任务级观察；不将全部输入输出两两解释为因果"
"178769","dm_rsk_n.curv_jump_abn_hand_info_grp03_t01","中间加工待识别","K002","dataset:31874e1000c6d827fb247c17e2dc73584b4b77fa58ad4a61e23da3d067fd71f3;dataset:ebe7b81d4e802129ab4551ebaf68dbb9f4e25312ec8e62d418dc5b3f63dcf3be;dataset:4bc6bd11ad92b856c0e3f26937a55c37bb91d12ffc689634e503d05b578c8b2f;dataset:7a0a012ae59ca1cef54144681535a6ac8f9384c233f6208eb3817299d44374bc;dataset:65a7e70914ebca5c44103b4cac0edc510ce5860b53e1ce13865fb217aed9c729;dataset:4c9d4e981622156e2b51ff90e133962989ffedad3e1c21e11cacd426efb97c74","dataset:a5192ddf692fbee70effd43699693c2c49e4314894247bf02dfdd9851181ce24","6","1","多来源或计算线索","595db196a2b62fd165da385f1303b0011f1b7c7ce614eb4e29d2a1f3e97b482f","读写为任务级观察；不将全部输入输出两两解释为因果"
"178884","PDATA_N.T04_ROLE_RIGH_H_TIT287","第一模块文档命中（仅折叠生产侧候选）","未聚组","dataset:e59996fda9ff77bc773882fe1a7fec2b8adad8a35635af92b95071a68c6bfb23","dataset:36ea9f07d871078c5c24e78ef7f2cb14f7972ab5129e1b15842ec75264cc85da","1","1","多来源或计算线索","e60d4a0af92858c278db82f230d03cc7e3e1972d5568f0224f594b49b1741ff4","读写为任务级观察；不将全部输入输出两两解释为因果"
"179726","PDATA_N.T01_OTC_DERI_CUST_OIS030","第一模块文档命中（仅折叠生产侧候选）","未聚组","dataset:9705c5c0f8da2a0da27d8df0ac4be1716ee9a6a634a7588ced6f2367ebd83c26;dataset:71971a99b87b0481d0a8790abc33720ffa263533e9b532f22e3efb5b53846140","dataset:d7f2062d76bf74e2d4262950c795e6a946b271af41c303b8e9b33f51faae5847","2","1","多来源或计算线索","3f4bda7ae88668a9ca7fc61c50651a7e1bb71a761a02cab66c6388c52792c6b9","读写为任务级观察；不将全部输入输出两两解释为因果"
"180004","PDATA_N.T04_INR_ORG_EXAM_SCHM_USE_SCOP_AUM024","中间加工待识别","未聚组","dataset:467dd306358bba088fc8bb65d72fa8597db28db78a91fa645585a8e81095fbdd","dataset:f4c338b65e0107f680ea16ca3e95904b229e9a21e4c9103acc80ef242a9f069e","1","1","未见复杂算子线索","6b1a4f6c144343cc22e084bb9971c6502138653e61860755a652aae3c6f69762","读写为任务级观察；不将全部输入输出两两解释为因果"
"180014","PDATA_N.T03_OTC_DERI_BOOK_AGT_TRD_JOUR_MAP_REGU_TIT291","第一模块文档命中（仅折叠生产侧候选）","未聚组","dataset:3d1427eb2ac5779e42e8a5dd4d8bb1f4a289c6a49d88f72337577880cfbe99a5;dataset:ddf85e5ef9ffbfb24af12ffe3c8b131d29c0888c156e978fec4bbd829cd82814","dataset:56998c4b5d9eb4c91c311104cfa381a5a01e5d037574889457561a84b8e4c914","2","1","多来源或计算线索","157ab8e521ea1af22a6b5c020f239fbb86de7cef5eda0f24b7449a8f9cf3f7eb","读写为任务级观察；不将全部输入输出两两解释为因果"
