"任务","名称","范围角色","候选加工群","实际读取物理对象","写入关联物理对象","读取对象数","写入对象数","SQL筛查","投影哈希","说明"
"212235","PDATA_NDS.T03_AST_ACCT_SPEC_CASH_CTRL_H1530_RCC194","中间加工待识别","未聚组","dataset:832e042c75db6e833a8b1b57329a6e0f3ca1d58304703a14fa737ee6e9246387;dataset:71971a99b87b0481d0a8790abc33720ffa263533e9b532f22e3efb5b53846140","dataset:4a4010857ff0ffde58b79d4086c3ba719c9ad64077052029b0e2fa936e68b09a","2","1","多来源或计算线索","67f03b1ff1f1fc9f6d3306baec1c9140b3cf14aa7dd301a1242cc3a4cbbe9936","读写为任务级观察；不将全部输入输出两两解释为因果"
"212242","dm_index_n.index_grp2_AvgServTimes_aumImpCust_AstPkgRela_YearEndMth_Ricc","中间加工待识别","未聚组","dataset:87bb0c983bbd36efbb7599b806d1e6cf6427317bbf474cd3a1ae3e191638d224;dataset:b95ea1f1813ea6465102fac204ff270526188b376c28c4ad00a66b95a4fc092d;dataset:f2f05ab77c5e11a407c2c530578f8f110591633be3371075e73370de4dab28a8;dataset:2eb2a33c62057a1e01375519b9e6c34ad4eabe5f525dd5f6b073fade8163badf;dataset:e4b3adf0b6ff37620a08c69009d1d80e6d37a0148814261f0adc2418edd6b23d;dataset:c068faabef5c1265f552c9dc8c7acd4f88a685b3ff46d87544746b4a30ae3ea7;dataset:bf3176bf071f8bf522897708c4185a01fdcdac4e12338fa381e4263b86049629;dataset:3bf85551621bf99db1137b80218a46d2a331bba310593c5cb7c9d0ffe876b833","dataset:0acc75fb8b3085de4bc6a47ed0849e30cabc3414e855d5af8a26e562d1884488","8","1","多来源或计算线索","ad4b50a985b4809b4ad13e190aa8eb179711a6256a0d37dee768cb00a1f5bb7f","读写为任务级观察；不将全部输入输出两两解释为因果"
"212422","dm_otc_n.cust_stk_mts_hld_his","中间加工待识别","未聚组","dataset:dc1eae78af130b9e4bd21a3ec620089a009d2da4c5291673044b30d1b429295a;dataset:519cda04786142f4d55a5c2fbeef549c1d9da6c54df2068fcf34846ca00c3142;dataset:d435d6c29b994af96aca1dcca61e46bafa167c0b01d4734e693f38aed297e20a;dataset:ff4ada98a3cca4c014bd2b0674d6f9d60cd9020789491ae0117b75aac70b3038;dataset:4d78aa5885e77876ad1e092e69d959e106c9762a1df09e8d538c79dbf5b5386b;dataset:a1204d2a09bb3e88846113bdab2670cc25892d5579b6a1a84894725370196b9e;dataset:d445adf02296bc541cee4936d4a410447e49bf736a575ae234afe4991715035d","dataset:b75b2ec3ca5640c6166a1e626fc55c1a4f39b5f5bc6fddedadf1d898fd8a825a","7","1","多来源或计算线索","14e1d0e1405e4162504947df36dc33b20eccadf476b8475e0e3589e39d08a9e0","读写为任务级观察；不将全部输入输出两两解释为因果"
"212460","dm_hk_n.pty_ref_ctpty_mapping_day","中间加工待识别","未聚组","dataset:ecc0418334124ace7085aab76d50ce5f5fe683f26451a8a62a31818ad00a044b","dataset:74dfcab6ad7545a37fda6a300c49dad0f0a7855624be7644ec5edc8d6289cb2b","1","1","未见复杂算子线索","0f0fa8ae303cbcbf686b6ee97deb7646a635282f8d4176aafbbb2cb961db6b8c","读写为任务级观察；不将全部输入输出两两解释为因果"
"212507","pdata_nds.y_bd_acc_fi_int","中间加工待识别","未聚组","dataset:69334aec6d72e4cc65f6f5ceeaa5cdd8e7481508f0e77152dd407dde3b07cf26","dataset:abc3d8b6916d1822bb942fe39efe86f0ff2a14422f88347b48b2e0fad2967973","1","1","未见复杂算子线索","667375d58857250c744abe8ce700cf9003f3b44b78d49d29ff90ba257b1ebce4","读写为任务级观察；不将全部输入输出两两解释为因果"
"212525","dm_otc_n.cust_stk_cbs_hld_his","中间加工待识别","未聚组","dataset:dc1eae78af130b9e4bd21a3ec620089a009d2da4c5291673044b30d1b429295a;dataset:a1204d2a09bb3e88846113bdab2670cc25892d5579b6a1a84894725370196b9e;dataset:d445adf02296bc541cee4936d4a410447e49bf736a575ae234afe4991715035d;dataset:519cda04786142f4d55a5c2fbeef549c1d9da6c54df2068fcf34846ca00c3142;dataset:ff4ada98a3cca4c014bd2b0674d6f9d60cd9020789491ae0117b75aac70b3038;dataset:0364631d3b58d75357387b676cd3703efdf2cef71e1e74846a0ce39d5ccc1f8c;dataset:e2b739b64af71674a0cde9d4fe61d4528cfa5c4d9de4c0b16251ebbca10f1f3a;dataset:d1d81e398b0ea6b29f0f06f04f9ab5554f6f1df85287f7eb45151620a151a038","dataset:4a70a42e2728bb70301772044d20d58d75d1f4499c2e42150d4302608dfcf520","8","1","多来源或计算线索","5124aee9ef191bf717b8073ebf5f69251bf6be83391db8e94fd1af2c69189fb0","读写为任务级观察；不将全部输入输出两两解释为因果"
"212702","PDATA_N.T95_OTC_DERI_RPT_DOC_ATTACH_INFO_TIT334","中间加工待识别","未聚组","dataset:4852f38012b73c3811fbd6dcd9d219469d334076564610b846dd57781c4a8918","dataset:0201badc35d6def79c8c12bc3627fead5a5a4b87d4b24eee601b191cba9db696","1","1","条件转换线索","be3f20b235d4c31d1c65fdff3ddfb1bf0e131351a0ea2b13540fd1d45dbc7199","读写为任务级观察；不将全部输入输出两两解释为因果"
"212728","PDATA_N.REF_DW_CD_VAL_H--不要加此任务依赖","中间加工待识别","未聚组","dataset:41c79fc4d5f07e133e0cf614fabc864f4c5f7426d422ca1b3720572872dec951;dataset:10bd5ee81b7d4f9e7204578417b2217fa7dce988116a261001539417548de347;dataset:3ccc1869cbb95484e87dbf017664efbe892d4e748ce2736cc478e8cca9bd2588","dataset:21eae27b19f8c51096f2ca13af45bb59fe81d3f53a0d57aeda679aa58b095910","3","1","多来源或计算线索","b358b67e15dee3a004b412b611cb621b63941613ce3c45864dbc5e8edf8be1c8","读写为任务级观察；不将全部输入输出两两解释为因果"
"212881","dm_otc_n.covt_bond_info","中间加工待识别","未聚组","dataset:f90db8cbba2044778dec341d4310982f6ddcac812b2cd830a205313abe952995;dataset:850067551dd75055c291803650a69575074e1944ebd41a1bd7792ebd3f0fd7ed;dataset:c20d80159a5d08462a396bed0c9c050ee1994333ca6940d4d4a3a7828fb79f36;dataset:ff4ada98a3cca4c014bd2b0674d6f9d60cd9020789491ae0117b75aac70b3038;dataset:638ae4f95d3d68e18114824fcd55db95954632b29d19f41c3b80cd6486604227;dataset:d1d317cd9977de850494e7de333613711dc9d5f0343bcf41f687737495ed186c","dataset:b6d4002dd1927c3a9d16f8bf119c313f5026b5e59a252eff05c72690ccb34e05","6","1","多来源或计算线索","b3a9089d2323f010250cc7ca445240da2d1d77306ca6648e3959d611cce11569","读写为任务级观察；不将全部输入输出两两解释为因果"
"212965","pdata_nds.s_bg_acs_rel_emp_v","中间加工待识别","未聚组","dataset:b52989ff22e1ced418fe4bdcbd1a94ad4a486effba3f096f1ffc796dffbc5112","dataset:e571953091d4aadbcd7f44ae50102e49da72b1d954df656936b06e9777dc262c","1","1","未见复杂算子线索","cfdf18e3f9a55f3ff41919d9e7d5c665e502d43c141218335ae469ea88c188af","读写为任务级观察；不将全部输入输出两两解释为因果"
"213442","PDATA_N.T98_OTC_DERI_AST_ACCT_BAL_SUM_TIT335_H21","中间加工待识别","未聚组","dataset:64cb8f21b1fe62b8d1f5765514c6ac554defccb0cd83aba90ff7aad283d5ad8d;dataset:ae8478ede5f1c90a74f3150af9ca9b51b6d33cb9e971ba50f57e1caf6bdc5d46","dataset:be9f66fb5e97701c71b3f5e9862a225f468968698a79c131de08a78450101454","2","1","多来源或计算线索","19829717609daec3002b45b9ccb015f07c70b9455427f2e7da7fdf636ae62d81","读写为任务级观察；不将全部输入输出两两解释为因果"
"213475","dm_otc_n.file_restricted_list","中间加工待识别","未聚组","dataset:d31926b60f93b33b9e6d8e56dcc7269bd51e41c17cda8a9fe0273e8e600ea3e2","dataset:018566b5530d41eb39569e82ea0d4c59e729fb55c915fd2a866aa80e62622205","1","1","多来源或计算线索","2b8f053fe88e1087c19eb1fe7995c84ff6edd83700e099e50437a6799c183439","读写为任务级观察；不将全部输入输出两两解释为因果"
"213683","PDATA_NDS.H_HIS_REFCASHCOMPACT_O","中间加工待识别","未聚组","dataset:a05e4e6d32bd15f75b75df57638a0747d6698312e6002269833609173ea00578;dataset:17979fac4391c6e65c1f26bb94bcedc68e35796f11d090b5c2de95b27f923318","dataset:3cb7eafcdd6d1f95f134bb7f9449486d2776340f24125e611eca0a60cd293133","2","1","多来源或计算线索","06ea6357bafb495eef9de3da2a272d7da673eb1bbd006290550ee60b56e22d0e","读写为任务级观察；不将全部输入输出两两解释为因果"
"213889","pdata_news_n.t02_tmc_fin_info_TL_grp01","中间加工待识别","未聚组","dataset:007a962188080b869e615ed34c5859fba72f8f9bb1f76df3cd182f4c819cf310;dataset:2edee305372dec7f7897dbcb57e1d5c3757b926da4036d2e6fb7b8678f2a3ef0;dataset:12ce4f0715eae4cf8c7eea7353ec9b4bcc47bb3765538efc77b0575b2491e248;dataset:a39beef5e71f01cd8ab366c7f04c8992f3409633fd5572bf4acf9c09235f2522;dataset:ec3a92edb6d25c7a6fe3f56e9f4b01d1ffcc60046f7e5707413b8d96da5f58ee;dataset:1dd98d0721e0ad31669b5159eb6f93a45ea0c0afe7a405317555d8357ec08c71;dataset:2463ab841647ad2aaaef5d3cdce5e36dcf7ee84e5cff09137634255088a6e8db;dataset:7a967bbc83e543bb6b9cd15f7707a5d034dcb998dab1fcba7289c9e9faa73dd1;dataset:9ce39fb0742629e2f4658e8c4c5c25318a01a30636cd45a150489e8297eaadfd;dataset:87bb06c56e6d0a66422171cc045775b87e6df9a42f921dd1074048bc8cf81886;dataset:8f7b43cd6fd2200718a33aeee825c259ba2246dad0efc2d241e7ca2f64f5d2b1;dataset:2245e78756b4c9b4961baeab04c0c076dfb1e9da981904fd36540a9629e0c821;dataset:fbeecf055ce0c674428176b053ac1bbdd9d7ccb0bd74f2ab2bfac70564156642;dataset:ca1d2c9331d5191c5d5062fdc9ccf424efb73bb5cf4885874bb997efdcb971d2","dataset:31bdba084f67cb5a1edc82c9b17d6187141be57a8f5edd32f48670e1af0efd89","14","1","多来源或计算线索","be39013bc41bee723886e8ea83a1cfeff243a340585d59a6c624b4b5538239b8","读写为任务级观察；不将全部输入输出两两解释为因果"
"214294","dm_otc_n.t0_trd_monitor_detail_each_source_HTS","中间加工待识别","未聚组","dataset:533aa2f6dbd743ea566baf4d4e4077e8cf252653cd7adfb6b2d62d41a4ca44e3;dataset:5aa25940c4413ee9bd067f5e7d74b0889c3b0f10d939bfb2e80fb6a40cf47f9e;dataset:87bb0c983bbd36efbb7599b806d1e6cf6427317bbf474cd3a1ae3e191638d224;dataset:b30b325b5327ac55ffdb86de98ef67088939dfda52e6a33b134052b1df7e06ed;dataset:492c103a035e6c73c962bcdb5ea8e4bb509764694e64086b1d3c451065ef237c;dataset:4a4010857ff0ffde58b79d4086c3ba719c9ad64077052029b0e2fa936e68b09a;dataset:1d3768bba2365032164856d6873a153fa63a87b603b483e21b6c007e4dc976af","dataset:1758acbecfb12c1783c938f2ade69156c8d22b5989e131eaf666123a7443244d","7","1","多来源或计算线索","cf6192dc19fec8285d789b16478d5a890b836e899766bd82c621c8d07c1e53e9","读写为任务级观察；不将全部输入输出两两解释为因果"
"214543","bd_dm_otc.nds_asharetypecode","推送类型任务（规则待核，暂不参与聚组）","未聚组","dataset:df45f3cb24723864dbb86208b52774b50669830827a20535e96b0bdbecad71d5","dataset:ea32f569a456e42768626b2d6275bfc43bb24cb36f782338dda4422baa83eb2b","1","1","未见复杂算子线索","5e9cd80dc9a211cdb168aad87241e3dd212434894eda6ef72614b42c48120a6e","读写为任务级观察；不将全部输入输出两两解释为因果"
"214551","dm_otc_n.t02_bnd_major_evt","中间加工待识别","未聚组","dataset:82d81e0708daed0185699c863974cbac81e2f730d1b8c7c3193edd4ed3c89e91","dataset:cc16713a3b39385c95ab44449e6379d75e884fdada2cf5156767e7264b7e9738","1","1","未见复杂算子线索","aa67e5e62938903b403ec1bfa33d6022c44454e26fe8a3687c6054696317361b","读写为任务级观察；不将全部输入输出两两解释为因果"
"214555","dm_otc_n.nds_asharetypecode","中间加工待识别","未聚组","dataset:ea32f569a456e42768626b2d6275bfc43bb24cb36f782338dda4422baa83eb2b","dataset:df45f3cb24723864dbb86208b52774b50669830827a20535e96b0bdbecad71d5","1","1","未见复杂算子线索","f05c124325c0b9ef66f44c45d231ee3d46e82f3ed54f163bb7cf14685c85c35b","读写为任务级观察；不将全部输入输出两两解释为因果"
"214722","dm_index_n.deri_actl_income","中间加工待识别","未聚组","dataset:ac80bdd6e07e477c93a8df146a5a30e2969a335ba2c9e038eae0800caac7dbc8;dataset:f67e641bcdf7205fd7deea4b7a2512d3c85658858dabb5112f6459a7ec18ad40","dataset:3dea25e0df7e3d0de8e82d0b9b25324c1251ebe70c074d7b4f4c4fc4feb6be75","2","1","多来源或计算线索","f4926eec4c93d440cdab6c5ec57db5272c2ab26073b5ed09ed8e6f9a77a8e6ad","读写为任务级观察；不将全部输入输出两两解释为因果"
"214752","pdata_news_n.t02_rcc_exch_quot_s_pb_RCC_price_grp01_h1530","中间加工待识别","未聚组","dataset:6ebe4d88cfc2f02c1c0f5932bc209d594f6d053d73272902bca7b45c8c94a935;dataset:d1d317cd9977de850494e7de333613711dc9d5f0343bcf41f687737495ed186c;dataset:879c9ca3e7fa50b1981471a74f67a0842f2687b8d4a5dcc8fa24ac76caca5701","dataset:5aa25940c4413ee9bd067f5e7d74b0889c3b0f10d939bfb2e80fb6a40cf47f9e","3","1","多来源或计算线索","cbaab4c74a962a0b92767f0e06e9e3b5e01105d0c7a13151f056fd98ec17bcdb","读写为任务级观察；不将全部输入输出两两解释为因果"
"215630","dm_hk_n.info_trd_fast_trs_event_day","中间加工待识别","未聚组","dataset:e4d2764195268fad642ade8cef40044c5126d5f3d451c0ce9dda520a55d70cad;dataset:f71ed2df603c69558c7effb4b700bf8461eb35fbeaeac7e58d1db4b6abb13b4b;dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed;dataset:14f76ea2f8842ca5cfa752d797e0303b6c08829ede69579e45dc6c72d66a3ab2","dataset:c1d2559ae8c00e6aa39867d640a167d894df10a6c9e83ee41012131f6f3fa263","4","1","多来源或计算线索","e0f173ad88886d601c0a3088f41fe879ff8c43be6fc6d68e6220b48d762855f1","读写为任务级观察；不将全部输入输出两两解释为因果"
"215671","dm_otc_n.t02_fur_mkt_quot","中间加工待识别","未聚组","dataset:765996b449f1e73adfb31c88fb44459f0e61c4904c1832fdc8e59e66c2e9f752","dataset:b8b69eb57998bf91e49a915d28ae088e54be62bcf3e8e4284327e640b83ba074","1","1","未见复杂算子线索","7dd875f4a4bf195f55c232a3d6f18a2fd613fdb60df54ad226f5289ec3bc0ecb","读写为任务级观察；不将全部输入输出两两解释为因果"
"215676","dm_otc_n.t02_ira_indx_info","中间加工待识别","未聚组","dataset:7d0a6deef9d8cb133455b6f95571cfb6e3d526b843de41dba333453c95b3d953","dataset:c481e6924aad6778cda09f9e54da71360f203456c9a50937395ab775a5506b4c","1","1","未见复杂算子线索","0ba4637bbcede574b5148a03134720dfbe25f4300a617b08ae9df95afd750598","读写为任务级观察；不将全部输入输出两两解释为因果"
"215886","dm_otc_n.t02_scr_marg_det","中间加工待识别","未聚组","dataset:1796a49c73a4bad5931782cb18f44cf21de4b44c4c44712d8a541fa33efa2901;dataset:638ae4f95d3d68e18114824fcd55db95954632b29d19f41c3b80cd6486604227","dataset:910439166d86593d1a27c52fcb9a21da927be8bae574ca69e93ddfe9e31144f9","2","1","多来源或计算线索","a81a9eb65ac468a270bc0ae80caa42742f0727bafec104abb02587b9bd6e6495","读写为任务级观察；不将全部输入输出两两解释为因果"
"215891","dm_otc_n.t02_scr_marg_sum","中间加工待识别","未聚组","dataset:3db27ac7326b05e1fc8dc6db2ddaca9652a7e25d5bc8eec771c6f815d63414bc","dataset:06a13a9ca6daf02800134d29ddcfb5647c2a56249f9c15a810dd8a09e73136e6","1","1","未见复杂算子线索","b57f3f6e1135863472d1f6fba6438eee5b589f8935d3c0eab2908e58da60ed32","读写为任务级观察；不将全部输入输出两两解释为因果"
"216283","PDATA_NDS.T05_SSO_EXCH_SCR_ENTR_EVT_IX_H1530","中间加工待识别","未聚组","dataset:f906a1ec51b95b89f9f8f11f3d02b659fc56d5d75cc286430b316edde3840892","dataset:afff0027bc5a7125f42bbdcd8542ecc2254989afa538ba0f18e805a734681779","1","1","条件转换线索","184e0990070bc998708862968be99229ad02c1345ec5fc6599d0ca9c2db6d01b","读写为任务级观察；不将全部输入输出两两解释为因果"
"216286","PDATA_NDS.T05_SSO_EXCH_SCR_MTCH_EVT_IX_H1530","中间加工待识别","未聚组","dataset:44df68ede2719e44ac37af3724f4bbb47883dc67a5b506d1e3b0b8fea05824bb","dataset:3c8f35884ddf03f6b525fba3203b1daae6c6c750309cc4bac699acc3a1ad9c4b","1","1","条件转换线索","960970eff420bfa8369325b575c7f78a465f47d5d91d1dc3a36907b3d8bdb116","读写为任务级观察；不将全部输入输出两两解释为因果"
"216321","dm_otc_n.STK_ALLOT_INFO_QGJ","中间加工待识别","未聚组","dataset:3a083bf194e7a4cf494b7522228af2b981644f63855fe9268a92f72fb246a46b;dataset:d1d317cd9977de850494e7de333613711dc9d5f0343bcf41f687737495ed186c;dataset:b380787e2663bb5390c1149c6c9c93f8a11e84b7b307f83882cd9cc5f620b2f5;dataset:537b9c773f941dced256a39c91480149906a4852d46ba535a81300bf52192aad;dataset:ff4ada98a3cca4c014bd2b0674d6f9d60cd9020789491ae0117b75aac70b3038","dataset:d50493bd01ac1bc0a1ed1a9cd83560606e4027227d37479c1809fb928ba9f7a6","5","1","多来源或计算线索","82041485022661bab04746f0ecea2454394295de33ea1e74315e062416255e3e","读写为任务级观察；不将全部输入输出两两解释为因果"
"216325","dm_otc_n.STK_EX_DR_INFO_QGJ","中间加工待识别","未聚组","dataset:e54727eaf251204f6e4544fa3f0a90813fa422a50aaea13d83601dfd71a71f21;dataset:d1d317cd9977de850494e7de333613711dc9d5f0343bcf41f687737495ed186c;dataset:85c8a576fe93f24da226dfcc88e10eff3958f20547b7bfefdffb02bfcd128df2;dataset:ff4ada98a3cca4c014bd2b0674d6f9d60cd9020789491ae0117b75aac70b3038","dataset:5924be713096b8e93f6bbf938418e443bd472ae86d385339ba1217a48341a4a3","4","1","多来源或计算线索","a504e948fce35810ca5ddfa294ea31bf9eb97c64970ceaf038e5ded612dfd8cc","读写为任务级观察；不将全部输入输出两两解释为因果"
"216330","dm_otc_n.T02_CO_INDT_MD_QGJ","中间加工待识别","未聚组","dataset:68f674708d2be176b058b33ed9813b80e532e3d9111221791971a3819071c69b","dataset:5606fd64baf516911e99ec7c57fa7298653c333fc82a9d62d24c711334ad445f","1","1","未见复杂算子线索","32c3fa2ede7aebe54cf0ed9d4a307f174e404c5c13cf1aeca3097639e06a3b74","读写为任务级观察；不将全部输入输出两两解释为因果"
"216335","dm_otc_n.T02_CO_EQUI_QGJ","中间加工待识别","未聚组","dataset:91b6ff93666b8d4daddec4c5a1306385fbb431044cd3b9d877e78a45e8e813e0;dataset:d1d317cd9977de850494e7de333613711dc9d5f0343bcf41f687737495ed186c","dataset:36b331c15d83f1a90beb48489e5e590e6363b2a4ecd202348f37a6c8befaa5c5","2","1","多来源或计算线索","2615734d103ff2eea428d4609f983d5ceb357a3ae61f8a49c10f0ceeac953717","读写为任务级观察；不将全部输入输出两两解释为因果"
"216340","dm_otc_n.T02_FND_SCAL_QGJ","中间加工待识别","未聚组","dataset:4002f6e67508bee1437228ed24abd1e20797ffa7731b58396b855c87d6cde497;dataset:d1d317cd9977de850494e7de333613711dc9d5f0343bcf41f687737495ed186c","dataset:de2873359d23f8225b92e3f9576ff579fe3ed71e5004787be9319a72f4dadd81","2","1","多来源或计算线索","9d7c7f0a7009655055c43e8a13452e6f2983d03186322be3cfdff18d0c77a7f9","读写为任务级观察；不将全部输入输出两两解释为因果"
"216345","dm_otc_n.T02_STK_STRG_IVST_LEND_QGJ","中间加工待识别","未聚组","dataset:63fb7433c537c1f56ec3c267805cc8030ce8581e1057518eca37f829fa09dcb4;dataset:d1d317cd9977de850494e7de333613711dc9d5f0343bcf41f687737495ed186c","dataset:3087ac8c8c7f2a3fc47cfd9b30d5c2445f6d468c4b57fcdd1cea18724d5b579e","2","1","多来源或计算线索","50cd47969919365346fd0b6e6f8f2766bc62360497ca29e9875c1c780561a8ea","读写为任务级观察；不将全部输入输出两两解释为因果"
"216347","dm_otc_n.T02_EXCH_QUOT_H_QGJ","中间加工待识别","未聚组","dataset:0ac67b63719f6ea3f351ad800a8d293556cfd87b40a5f7c1df7ed5ca37ef7656;dataset:d1d317cd9977de850494e7de333613711dc9d5f0343bcf41f687737495ed186c","dataset:19e44ee5027901c8bc511c2cb8b1a2ec39fd42da264c9adcb9795f51baa4a856","2","1","多来源或计算线索","a8e1fb76c94a89807a9fd61c957e3488c1d4e471ae4db9146db1885aa35a8018","读写为任务级观察；不将全部输入输出两两解释为因果"
"216348","dm_otc_n.T02_IDX_COMPNT_WGHT_QGJ","中间加工待识别","未聚组","dataset:2b9926f55d4c8adc7ead270f045db7f06500eeb06cc37a4a2e11c688a988b06f;dataset:d1d317cd9977de850494e7de333613711dc9d5f0343bcf41f687737495ed186c","dataset:503445109fe180bd7166a0ecda4454e508a5ab022438384d176c1f44249272c5","2","1","多来源或计算线索","8f328dd47014638d6c0e1a889576103d61544c481d19d1596d6750881aee1273","读写为任务级观察；不将全部输入输出两两解释为因果"
"216350","dm_otc_n.COMPACT_COMMENT_QGJ","中间加工待识别","未聚组","dataset:a1204d2a09bb3e88846113bdab2670cc25892d5579b6a1a84894725370196b9e;dataset:45ecd53769096369226d8b85173946f268f4632ec812a9aeab616f970ea2a99c","dataset:8706d4b2fd297689c6200a55b7b3c53bcc283ff9b9b8970dcbd805e55d195600","2","1","多来源或计算线索","020b25a974ebbbf4bb8c4d618f7714ef35d3aa8881d5fc2895844050071f5700","读写为任务级观察；不将全部输入输出两两解释为因果"
"216353","dm_otc_n.SUSPICIOUS_SEO_QGJ","中间加工待识别","未聚组","dataset:01865451aaa5c6b3e82e7731d6881a56c1060bbb7b4c8a00d87a448ed95d83cb","dataset:abf37c937901f6fc281b48a33b40b216835a6859939680fcdef208a26129df6a","1","1","未见复杂算子线索","4a4dc18b15d63303fc7f8d346a58c1d6efdc09a7b7fef5ab11573dba016bb644","读写为任务级观察；不将全部输入输出两两解释为因果"
"216356","dm_otc_n.STRG_IVSTR_PLAC_DET_QGJ","中间加工待识别","未聚组","dataset:638ae4f95d3d68e18114824fcd55db95954632b29d19f41c3b80cd6486604227;dataset:ea027eed9beab42aaa280c9fc442c901f98b2564b284ba8b9a3362c194b3f89f;dataset:59ae88725c9b678843de69fa856506c3025993d28ad47eef0b24014c6454bc99","dataset:ed94b4f53ed138c5ecdf165037b2e555cb649ce9e504734767f9b1a39d081925","3","1","多来源或计算线索","67923721221d2c43715d1013194d6a81c2add50a38cd1fc0d5889be0b8104d8d","读写为任务级观察；不将全部输入输出两两解释为因果"
"216357","dm_otc_n.CRDTFUNDACCOUNT_QGJ","中间加工待识别","未聚组","dataset:dc1eae78af130b9e4bd21a3ec620089a009d2da4c5291673044b30d1b429295a;dataset:9f3f4fd6e547fc8ed1f2cd09d694bc3e517ea9ab56e4f91a18590e9eb9b0526a;dataset:e4b3adf0b6ff37620a08c69009d1d80e6d37a0148814261f0adc2418edd6b23d;dataset:2eb2a33c62057a1e01375519b9e6c34ad4eabe5f525dd5f6b073fade8163badf","dataset:43429e061ca6ad2f46b7b0297de7b73d6fd4c4097ff6168c6ccd56b8bb821ccd","4","1","多来源或计算线索","2711576e7c12bd174a997319bbb3526231f185177a4a8417c9ea42d023cbd0cb","读写为任务级观察；不将全部输入输出两两解释为因果"
